	OrphaNumber	Disease_name	GeneAssociationCount	Associated_genes	Gene_IDs	Association_types	Association_statuses
1209	280200	Microform holoprosencephaly	16	['fibroblast growth factor receptor 1', 'SUFU negative regulator of hedgehog signaling', 'patched 1', 'SIX homeobox 3', 'TGFB induced factor homeobox 1', 'Zic family member 2', 'GLI family zinc finger 2', 'teratocarcinoma-derived growth factor 1', 'forkhead box H1', 'fibroblast growth factor 8', 'dispatched RND transporter family member 1', 'cell adhesion associated, oncogene regulated', 'nodal growth differentiation factor', 'delta like canonical Notch ligand 1', 'growth arrest specific 1', 'sonic hedgehog signaling molecule']	[{'ExternalReference': [{'id': '58256', 'Source': 'Ensembl', 'Reference': 'ENSG00000077782'}, {'id': '29433', 'Source': 'Genatlas', 'Reference': 'FGFR1'}, {'id': '29431', 'Source': 'HGNC', 'Reference': '3688'}, {'id': '82916', 'Source': 'IUPHAR', 'Reference': '1808'}, {'id': '29430', 'Source': 'OMIM', 'Reference': '136350'}, {'id': '58257', 'Source': 'Reactome', 'Reference': 'P11362'}, {'id': '33060', 'Source': 'SwissProt', 'Reference': 'P11362'}], 'count': '7'}, {'ExternalReference': [{'id': '97184', 'Source': 'Reactome', 'Reference': 'Q9UMX1'}, {'id': '32540', 'Source': 'SwissProt', 'Reference': 'Q9UMX1'}, {'id': '60476', 'Source': 'Ensembl', 'Reference': 'ENSG00000107882'}, {'id': '37370', 'Source': 'Genatlas', 'Reference': 'SUFU'}, {'id': '27157', 'Source': 'HGNC', 'Reference': '16466'}, {'id': '27156', 'Source': 'OMIM', 'Reference': '607035'}], 'count': '6'}, {'ExternalReference': [{'id': '56983', 'Source': 'Ensembl', 'Reference': 'ENSG00000185920'}, {'id': '36697', 'Source': 'Genatlas', 'Reference': 'PTCH1'}, {'id': '25214', 'Source': 'HGNC', 'Reference': '9585'}, {'id': '25213', 'Source': 'OMIM', 'Reference': '601309'}, {'id': '56984', 'Source': 'Reactome', 'Reference': 'Q13635'}, {'id': '33688', 'Source': 'SwissProt', 'Reference': 'Q13635'}], 'count': '6'}, {'ExternalReference': [{'id': '57396', 'Source': 'Ensembl', 'Reference': 'ENSG00000138083'}, {'id': '25841', 'Source': 'Genatlas', 'Reference': 'SIX3'}, {'id': '25839', 'Source': 'HGNC', 'Reference': '10889'}, {'id': '25838', 'Source': 'OMIM', 'Reference': '603714'}, {'id': '33854', 'Source': 'SwissProt', 'Reference': 'O95343'}, {'id': '143881', 'Source': 'Reactome', 'Reference': 'O95343'}], 'count': '6'}, {'ExternalReference': [{'id': '59738', 'Source': 'Ensembl', 'Reference': 'ENSG00000177426'}, {'id': '36450', 'Source': 'Genatlas', 'Reference': 'TGIF1'}, {'id': '27363', 'Source': 'HGNC', 'Reference': '11776'}, {'id': '27362', 'Source': 'OMIM', 'Reference': '602630'}, {'id': '82833', 'Source': 'Reactome', 'Reference': 'Q15583'}, {'id': '32583', 'Source': 'SwissProt', 'Reference': 'Q15583'}], 'count': '6'}, {'ExternalReference': [{'id': '59741', 'Source': 'Ensembl', 'Reference': 'ENSG00000043355'}, {'id': '27983', 'Source': 'Genatlas', 'Reference': 'ZIC2'}, {'id': '27981', 'Source': 'HGNC', 'Reference': '12873'}, {'id': '27980', 'Source': 'OMIM', 'Reference': '603073'}, {'id': '32716', 'Source': 'SwissProt', 'Reference': 'O95409'}], 'count': '5'}, {'ExternalReference': [{'id': '59734', 'Source': 'Ensembl', 'Reference': 'ENSG00000074047'}, {'id': '35013', 'Source': 'Genatlas', 'Reference': 'GLI2'}, {'id': '35014', 'Source': 'HGNC', 'Reference': '4318'}, {'id': '35016', 'Source': 'OMIM', 'Reference': '165230'}, {'id': '97249', 'Source': 'Reactome', 'Reference': 'P10070'}, {'id': '35015', 'Source': 'SwissProt', 'Reference': 'P10070'}], 'count': '6'}, {'ExternalReference': [{'id': '59740', 'Source': 'Reactome', 'Reference': 'P13385'}, {'id': '35019', 'Source': 'SwissProt', 'Reference': 'P13385'}, {'id': '59739', 'Source': 'Ensembl', 'Reference': 'ENSG00000241186'}, {'id': '35018', 'Source': 'Genatlas', 'Reference': 'TDGF1'}, {'id': '35021', 'Source': 'HGNC', 'Reference': '11701'}, {'id': '35020', 'Source': 'OMIM', 'Reference': '187395'}], 'count': '6'}, {'ExternalReference': [{'id': '59732', 'Source': 'Ensembl', 'Reference': 'ENSG00000160973'}, {'id': '37058', 'Source': 'Genatlas', 'Reference': 'FOXH1'}, {'id': '37060', 'Source': 'HGNC', 'Reference': '3814'}, {'id': '37059', 'Source': 'OMIM', 'Reference': '603621'}, {'id': '59733', 'Source': 'Reactome', 'Reference': 'O75593'}, {'id': '37061', 'Source': 'SwissProt', 'Reference': 'O75593'}], 'count': '6'}, {'ExternalReference': [{'id': '40510', 'Source': 'SwissProt', 'Reference': 'P55075'}, {'id': '58421', 'Source': 'Ensembl', 'Reference': 'ENSG00000107831'}, {'id': '40507', 'Source': 'Genatlas', 'Reference': 'FGF8'}, {'id': '40508', 'Source': 'HGNC', 'Reference': '3686'}, {'id': '40509', 'Source': 'OMIM', 'Reference': '600483'}, {'id': '58422', 'Source': 'Reactome', 'Reference': 'P55075'}], 'count': '6'}, {'ExternalReference': [{'id': '59731', 'Source': 'Ensembl', 'Reference': 'ENSG00000154309'}, {'id': '48360', 'Source': 'Genatlas', 'Reference': 'DISP1'}, {'id': '48361', 'Source': 'HGNC', 'Reference': '19711'}, {'id': '48362', 'Source': 'OMIM', 'Reference': '607502'}, {'id': '48363', 'Source': 'SwissProt', 'Reference': 'Q96F81'}], 'count': '5'}, {'ExternalReference': [{'id': '59727', 'Source': 'Ensembl', 'Reference': 'ENSG00000064309'}, {'id': '53974', 'Source': 'Genatlas', 'Reference': 'CDON'}, {'id': '53971', 'Source': 'HGNC', 'Reference': '17104'}, {'id': '53972', 'Source': 'OMIM', 'Reference': '608707'}, {'id': '59728', 'Source': 'Reactome', 'Reference': 'Q4KMG0'}, {'id': '53973', 'Source': 'SwissProt', 'Reference': 'Q4KMG0'}], 'count': '6'}, {'ExternalReference': [{'id': '59736', 'Source': 'Ensembl', 'Reference': 'ENSG00000156574'}, {'id': '54370', 'Source': 'Genatlas', 'Reference': 'NODAL'}, {'id': '54368', 'Source': 'HGNC', 'Reference': '7865'}, {'id': '54369', 'Source': 'OMIM', 'Reference': '601265'}, {'id': '59737', 'Source': 'Reactome', 'Reference': 'Q96S42'}, {'id': '54371', 'Source': 'SwissProt', 'Reference': 'Q96S42'}], 'count': '6'}, {'ExternalReference': [{'id': '59729', 'Source': 'Ensembl', 'Reference': 'ENSG00000198719'}, {'id': '54424', 'Source': 'Genatlas', 'Reference': 'DLL1'}, {'id': '54422', 'Source': 'HGNC', 'Reference': '2908'}, {'id': '54423', 'Source': 'OMIM', 'Reference': '606582'}, {'id': '59730', 'Source': 'Reactome', 'Reference': 'O00548'}, {'id': '54425', 'Source': 'SwissProt', 'Reference': 'O00548'}], 'count': '6'}, {'ExternalReference': [{'id': '59735', 'Source': 'Ensembl', 'Reference': 'ENSG00000180447'}, {'id': '54928', 'Source': 'Genatlas', 'Reference': 'GAS1'}, {'id': '54929', 'Source': 'HGNC', 'Reference': '4165'}, {'id': '54931', 'Source': 'OMIM', 'Reference': '139185'}, {'id': '97315', 'Source': 'Reactome', 'Reference': 'P54826'}, {'id': '54930', 'Source': 'SwissProt', 'Reference': 'P54826'}], 'count': '6'}, {'ExternalReference': [{'id': '57397', 'Source': 'Ensembl', 'Reference': 'ENSG00000164690'}, {'id': '25811', 'Source': 'Genatlas', 'Reference': 'SHH'}, {'id': '25809', 'Source': 'HGNC', 'Reference': '10848'}, {'id': '25808', 'Source': 'OMIM', 'Reference': '600725'}, {'id': '57398', 'Source': 'Reactome', 'Reference': 'Q15465'}, {'id': '33848', 'Source': 'SwissProt', 'Reference': 'Q15465'}], 'count': '6'}]	['Candidate gene tested in', 'Candidate gene tested in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in']	['Not yet assessed', 'Not yet assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed']
1210	3175	X-linked spasticity-intellectual disability-epilepsy syndrome	1	['aristaless related homeobox']	[{'ExternalReference': [{'id': '32966', 'Source': 'SwissProt', 'Reference': 'Q96QS3'}, {'id': '57759', 'Source': 'Ensembl', 'Reference': 'ENSG00000004848'}, {'id': '28975', 'Source': 'Genatlas', 'Reference': 'ARX'}, {'id': '28973', 'Source': 'HGNC', 'Reference': '18060'}, {'id': '28972', 'Source': 'OMIM', 'Reference': '300382'}], 'count': '5'}]	['Disease-causing germline mutation(s) in']	['Assessed']
1211	280195	Septopreoptic holoprosencephaly	14	['patched 1', 'sonic hedgehog signaling molecule', 'SIX homeobox 3', 'TGFB induced factor homeobox 1', 'Zic family member 2', 'GLI family zinc finger 2', 'teratocarcinoma-derived growth factor 1', 'forkhead box H1', 'fibroblast growth factor 8', 'dispatched RND transporter family member 1', 'cell adhesion associated, oncogene regulated', 'nodal growth differentiation factor', 'delta like canonical Notch ligand 1', 'growth arrest specific 1']	[{'ExternalReference': [{'id': '56983', 'Source': 'Ensembl', 'Reference': 'ENSG00000185920'}, {'id': '36697', 'Source': 'Genatlas', 'Reference': 'PTCH1'}, {'id': '25214', 'Source': 'HGNC', 'Reference': '9585'}, {'id': '25213', 'Source': 'OMIM', 'Reference': '601309'}, {'id': '56984', 'Source': 'Reactome', 'Reference': 'Q13635'}, {'id': '33688', 'Source': 'SwissProt', 'Reference': 'Q13635'}], 'count': '6'}, {'ExternalReference': [{'id': '57397', 'Source': 'Ensembl', 'Reference': 'ENSG00000164690'}, {'id': '25811', 'Source': 'Genatlas', 'Reference': 'SHH'}, {'id': '25809', 'Source': 'HGNC', 'Reference': '10848'}, {'id': '25808', 'Source': 'OMIM', 'Reference': '600725'}, {'id': '57398', 'Source': 'Reactome', 'Reference': 'Q15465'}, {'id': '33848', 'Source': 'SwissProt', 'Reference': 'Q15465'}], 'count': '6'}, {'ExternalReference': [{'id': '57396', 'Source': 'Ensembl', 'Reference': 'ENSG00000138083'}, {'id': '25841', 'Source': 'Genatlas', 'Reference': 'SIX3'}, {'id': '25839', 'Source': 'HGNC', 'Reference': '10889'}, {'id': '25838', 'Source': 'OMIM', 'Reference': '603714'}, {'id': '33854', 'Source': 'SwissProt', 'Reference': 'O95343'}, {'id': '143881', 'Source': 'Reactome', 'Reference': 'O95343'}], 'count': '6'}, {'ExternalReference': [{'id': '59738', 'Source': 'Ensembl', 'Reference': 'ENSG00000177426'}, {'id': '36450', 'Source': 'Genatlas', 'Reference': 'TGIF1'}, {'id': '27363', 'Source': 'HGNC', 'Reference': '11776'}, {'id': '27362', 'Source': 'OMIM', 'Reference': '602630'}, {'id': '82833', 'Source': 'Reactome', 'Reference': 'Q15583'}, {'id': '32583', 'Source': 'SwissProt', 'Reference': 'Q15583'}], 'count': '6'}, {'ExternalReference': [{'id': '59741', 'Source': 'Ensembl', 'Reference': 'ENSG00000043355'}, {'id': '27983', 'Source': 'Genatlas', 'Reference': 'ZIC2'}, {'id': '27981', 'Source': 'HGNC', 'Reference': '12873'}, {'id': '27980', 'Source': 'OMIM', 'Reference': '603073'}, {'id': '32716', 'Source': 'SwissProt', 'Reference': 'O95409'}], 'count': '5'}, {'ExternalReference': [{'id': '59734', 'Source': 'Ensembl', 'Reference': 'ENSG00000074047'}, {'id': '35013', 'Source': 'Genatlas', 'Reference': 'GLI2'}, {'id': '35014', 'Source': 'HGNC', 'Reference': '4318'}, {'id': '35016', 'Source': 'OMIM', 'Reference': '165230'}, {'id': '97249', 'Source': 'Reactome', 'Reference': 'P10070'}, {'id': '35015', 'Source': 'SwissProt', 'Reference': 'P10070'}], 'count': '6'}, {'ExternalReference': [{'id': '59740', 'Source': 'Reactome', 'Reference': 'P13385'}, {'id': '35019', 'Source': 'SwissProt', 'Reference': 'P13385'}, {'id': '59739', 'Source': 'Ensembl', 'Reference': 'ENSG00000241186'}, {'id': '35018', 'Source': 'Genatlas', 'Reference': 'TDGF1'}, {'id': '35021', 'Source': 'HGNC', 'Reference': '11701'}, {'id': '35020', 'Source': 'OMIM', 'Reference': '187395'}], 'count': '6'}, {'ExternalReference': [{'id': '59732', 'Source': 'Ensembl', 'Reference': 'ENSG00000160973'}, {'id': '37058', 'Source': 'Genatlas', 'Reference': 'FOXH1'}, {'id': '37060', 'Source': 'HGNC', 'Reference': '3814'}, {'id': '37059', 'Source': 'OMIM', 'Reference': '603621'}, {'id': '59733', 'Source': 'Reactome', 'Reference': 'O75593'}, {'id': '37061', 'Source': 'SwissProt', 'Reference': 'O75593'}], 'count': '6'}, {'ExternalReference': [{'id': '40510', 'Source': 'SwissProt', 'Reference': 'P55075'}, {'id': '58421', 'Source': 'Ensembl', 'Reference': 'ENSG00000107831'}, {'id': '40507', 'Source': 'Genatlas', 'Reference': 'FGF8'}, {'id': '40508', 'Source': 'HGNC', 'Reference': '3686'}, {'id': '40509', 'Source': 'OMIM', 'Reference': '600483'}, {'id': '58422', 'Source': 'Reactome', 'Reference': 'P55075'}], 'count': '6'}, {'ExternalReference': [{'id': '59731', 'Source': 'Ensembl', 'Reference': 'ENSG00000154309'}, {'id': '48360', 'Source': 'Genatlas', 'Reference': 'DISP1'}, {'id': '48361', 'Source': 'HGNC', 'Reference': '19711'}, {'id': '48362', 'Source': 'OMIM', 'Reference': '607502'}, {'id': '48363', 'Source': 'SwissProt', 'Reference': 'Q96F81'}], 'count': '5'}, {'ExternalReference': [{'id': '59727', 'Source': 'Ensembl', 'Reference': 'ENSG00000064309'}, {'id': '53974', 'Source': 'Genatlas', 'Reference': 'CDON'}, {'id': '53971', 'Source': 'HGNC', 'Reference': '17104'}, {'id': '53972', 'Source': 'OMIM', 'Reference': '608707'}, {'id': '59728', 'Source': 'Reactome', 'Reference': 'Q4KMG0'}, {'id': '53973', 'Source': 'SwissProt', 'Reference': 'Q4KMG0'}], 'count': '6'}, {'ExternalReference': [{'id': '59736', 'Source': 'Ensembl', 'Reference': 'ENSG00000156574'}, {'id': '54370', 'Source': 'Genatlas', 'Reference': 'NODAL'}, {'id': '54368', 'Source': 'HGNC', 'Reference': '7865'}, {'id': '54369', 'Source': 'OMIM', 'Reference': '601265'}, {'id': '59737', 'Source': 'Reactome', 'Reference': 'Q96S42'}, {'id': '54371', 'Source': 'SwissProt', 'Reference': 'Q96S42'}], 'count': '6'}, {'ExternalReference': [{'id': '59729', 'Source': 'Ensembl', 'Reference': 'ENSG00000198719'}, {'id': '54424', 'Source': 'Genatlas', 'Reference': 'DLL1'}, {'id': '54422', 'Source': 'HGNC', 'Reference': '2908'}, {'id': '54423', 'Source': 'OMIM', 'Reference': '606582'}, {'id': '59730', 'Source': 'Reactome', 'Reference': 'O00548'}, {'id': '54425', 'Source': 'SwissProt', 'Reference': 'O00548'}], 'count': '6'}, {'ExternalReference': [{'id': '59735', 'Source': 'Ensembl', 'Reference': 'ENSG00000180447'}, {'id': '54928', 'Source': 'Genatlas', 'Reference': 'GAS1'}, {'id': '54929', 'Source': 'HGNC', 'Reference': '4165'}, {'id': '54931', 'Source': 'OMIM', 'Reference': '139185'}, {'id': '97315', 'Source': 'Reactome', 'Reference': 'P54826'}, {'id': '54930', 'Source': 'SwissProt', 'Reference': 'P54826'}], 'count': '6'}]	['Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in']	['Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed']
1212	280183	Methylmalonic aciduria due to transcobalamin receptor defect	1	['CD320 molecule']	[{'ExternalReference': [{'id': '60550', 'Source': 'Ensembl', 'Reference': 'ENSG00000167775'}, {'id': '54048', 'Source': 'Genatlas', 'Reference': 'CD320'}, {'id': '54046', 'Source': 'HGNC', 'Reference': '16692'}, {'id': '54047', 'Source': 'OMIM', 'Reference': '606475'}, {'id': '83212', 'Source': 'Reactome', 'Reference': 'Q9NPF0'}, {'id': '54049', 'Source': 'SwissProt', 'Reference': 'Q9NPF0'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
1213	280282	Pelizaeus-Merzbacher-like disease due to GJC2 mutation	1	['gap junction protein gamma 2']	[{'ExternalReference': [{'id': '59413', 'Source': 'Ensembl', 'Reference': 'ENSG00000198835'}, {'id': '38646', 'Source': 'Genatlas', 'Reference': 'GJC2'}, {'id': '29833', 'Source': 'HGNC', 'Reference': '17494'}, {'id': '29832', 'Source': 'OMIM', 'Reference': '608803'}, {'id': '59414', 'Source': 'Reactome', 'Reference': 'Q5T442'}, {'id': '33141', 'Source': 'SwissProt', 'Reference': 'Q5T442'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
1214	280234	Null syndrome	1	['proteolipid protein 1']	[{'ExternalReference': [{'id': '60551', 'Source': 'Ensembl', 'Reference': 'ENSG00000123560'}, {'id': '24962', 'Source': 'Genatlas', 'Reference': 'PLP1'}, {'id': '24960', 'Source': 'HGNC', 'Reference': '9086'}, {'id': '24959', 'Source': 'OMIM', 'Reference': '300401'}, {'id': '32802', 'Source': 'SwissProt', 'Reference': 'P60201'}], 'count': '5'}]	['Disease-causing germline mutation(s) in']	['Assessed']
1215	1855	Spondyloenchondrodysplasia	1	['acid phosphatase 5, tartrate resistant']	[{'ExternalReference': [{'id': '58341', 'Source': 'Ensembl', 'Reference': 'ENSG00000102575'}, {'id': '50670', 'Source': 'Genatlas', 'Reference': 'ACP5'}, {'id': '50668', 'Source': 'HGNC', 'Reference': '124'}, {'id': '50669', 'Source': 'OMIM', 'Reference': '171640'}, {'id': '58342', 'Source': 'Reactome', 'Reference': 'P13686'}, {'id': '50671', 'Source': 'SwissProt', 'Reference': 'P13686'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
1216	280224	Pelizaeus-Merzbacher disease, transitional form	1	['proteolipid protein 1']	[{'ExternalReference': [{'id': '60551', 'Source': 'Ensembl', 'Reference': 'ENSG00000123560'}, {'id': '24962', 'Source': 'Genatlas', 'Reference': 'PLP1'}, {'id': '24960', 'Source': 'HGNC', 'Reference': '9086'}, {'id': '24959', 'Source': 'OMIM', 'Reference': '300401'}, {'id': '32802', 'Source': 'SwissProt', 'Reference': 'P60201'}], 'count': '5'}]	['Disease-causing germline mutation(s) in']	['Assessed']
1217	1797	Autosomal dominant spondylocostal dysostosis	1	['T-box 6']	[{'ExternalReference': [{'id': '83779', 'Source': 'Ensembl', 'Reference': 'ENSG00000149922'}, {'id': '78728', 'Source': 'Genatlas', 'Reference': 'TBX6'}, {'id': '78726', 'Source': 'HGNC', 'Reference': '11605'}, {'id': '78727', 'Source': 'OMIM', 'Reference': '602427'}, {'id': '78729', 'Source': 'SwissProt', 'Reference': 'O95947'}, {'id': '143488', 'Source': 'Reactome', 'Reference': 'O95947'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
1218	280229	Pelizaeus-Merzbacher disease in female carriers	1	['proteolipid protein 1']	[{'ExternalReference': [{'id': '60551', 'Source': 'Ensembl', 'Reference': 'ENSG00000123560'}, {'id': '24962', 'Source': 'Genatlas', 'Reference': 'PLP1'}, {'id': '24960', 'Source': 'HGNC', 'Reference': '9086'}, {'id': '24959', 'Source': 'OMIM', 'Reference': '300401'}, {'id': '32802', 'Source': 'SwissProt', 'Reference': 'P60201'}], 'count': '5'}]	['Disease-causing germline mutation(s) in']	['Assessed']
1219	276580	Autosomal dominant hyperinsulinism due to Kir6.2 deficiency	1	['potassium voltage-gated channel subfamily J member 11']	[{'ExternalReference': [{'id': '59294', 'Source': 'Ensembl', 'Reference': 'ENSG00000187486'}, {'id': '30625', 'Source': 'Genatlas', 'Reference': 'KCNJ11'}, {'id': '30623', 'Source': 'HGNC', 'Reference': '6257'}, {'id': '82967', 'Source': 'IUPHAR', 'Reference': '442'}, {'id': '30622', 'Source': 'OMIM', 'Reference': '600937'}, {'id': '59295', 'Source': 'Reactome', 'Reference': 'Q14654'}, {'id': '33357', 'Source': 'SwissProt', 'Reference': 'Q14654'}], 'count': '7'}]	['Disease-causing germline mutation(s) in']	['Assessed']
1220	3258	Cenani-Lenz syndrome	2	['APC regulator of WNT signaling pathway', 'LDL receptor related protein 4']	[{'ExternalReference': [{'id': '56783', 'Source': 'Ensembl', 'Reference': 'ENSG00000134982'}, {'id': '37174', 'Source': 'Genatlas', 'Reference': 'APC'}, {'id': '34017', 'Source': 'HGNC', 'Reference': '583'}, {'id': '51627', 'Source': 'OMIM', 'Reference': '611731'}, {'id': '56784', 'Source': 'Reactome', 'Reference': 'P25054'}, {'id': '33503', 'Source': 'SwissProt', 'Reference': 'P25054'}], 'count': '6'}, {'ExternalReference': [{'id': '58363', 'Source': 'Ensembl', 'Reference': 'ENSG00000134569'}, {'id': '46572', 'Source': 'Genatlas', 'Reference': 'LRP4'}, {'id': '46571', 'Source': 'HGNC', 'Reference': '6696'}, {'id': '46574', 'Source': 'OMIM', 'Reference': '604270'}, {'id': '83178', 'Source': 'Reactome', 'Reference': 'O75096'}, {'id': '46573', 'Source': 'SwissProt', 'Reference': 'O75096'}], 'count': '6'}]	['Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) (loss of function) in']	['Assessed', 'Assessed']
1221	276575	Autosomal dominant hyperinsulinism due to SUR1 deficiency	1	['ATP binding cassette subfamily C member 8']	[{'ExternalReference': [{'id': '59427', 'Source': 'Ensembl', 'Reference': 'ENSG00000006071'}, {'id': '24690', 'Source': 'Genatlas', 'Reference': 'ABCC8'}, {'id': '24692', 'Source': 'HGNC', 'Reference': '59'}, {'id': '82726', 'Source': 'IUPHAR', 'Reference': '2594'}, {'id': '24691', 'Source': 'OMIM', 'Reference': '600509'}, {'id': '59428', 'Source': 'Reactome', 'Reference': 'Q09428'}, {'id': '32333', 'Source': 'SwissProt', 'Reference': 'Q09428'}], 'count': '7'}]	['Disease-causing germline mutation(s) in']	['Assessed']
1222	276598	Diazoxide-resistant focal hyperinsulinism due to SUR1 deficiency	1	['ATP binding cassette subfamily C member 8']	[{'ExternalReference': [{'id': '59427', 'Source': 'Ensembl', 'Reference': 'ENSG00000006071'}, {'id': '24690', 'Source': 'Genatlas', 'Reference': 'ABCC8'}, {'id': '24692', 'Source': 'HGNC', 'Reference': '59'}, {'id': '82726', 'Source': 'IUPHAR', 'Reference': '2594'}, {'id': '24691', 'Source': 'OMIM', 'Reference': '600509'}, {'id': '59428', 'Source': 'Reactome', 'Reference': 'Q09428'}, {'id': '32333', 'Source': 'SwissProt', 'Reference': 'Q09428'}], 'count': '7'}]	['Disease-causing germline mutation(s) in']	['Assessed']
1223	276603	Diazoxide-resistant focal hyperinsulinism due to Kir6.2 deficiency	1	['potassium voltage-gated channel subfamily J member 11']	[{'ExternalReference': [{'id': '59294', 'Source': 'Ensembl', 'Reference': 'ENSG00000187486'}, {'id': '30625', 'Source': 'Genatlas', 'Reference': 'KCNJ11'}, {'id': '30623', 'Source': 'HGNC', 'Reference': '6257'}, {'id': '82967', 'Source': 'IUPHAR', 'Reference': '442'}, {'id': '30622', 'Source': 'OMIM', 'Reference': '600937'}, {'id': '59295', 'Source': 'Reactome', 'Reference': 'Q14654'}, {'id': '33357', 'Source': 'SwissProt', 'Reference': 'Q14654'}], 'count': '7'}]	['Disease-causing germline mutation(s) in']	['Assessed']
1224	276624	Sporadic pheochromocytoma	5	['endothelial PAS domain protein 1', 'von Hippel-Lindau tumor suppressor', 'ret proto-oncogene', 'succinate dehydrogenase complex subunit D', 'succinate dehydrogenase complex iron sulfur subunit B']	[{'ExternalReference': [{'id': '41694', 'Source': 'OMIM', 'Reference': '603349'}, {'id': '83132', 'Source': 'Reactome', 'Reference': 'Q99814'}, {'id': '41695', 'Source': 'SwissProt', 'Reference': 'Q99814'}, {'id': '60457', 'Source': 'Ensembl', 'Reference': 'ENSG00000116016'}, {'id': '41692', 'Source': 'Genatlas', 'Reference': 'EPAS1'}, {'id': '41693', 'Source': 'HGNC', 'Reference': '3374'}], 'count': '6'}, {'ExternalReference': [{'id': '56768', 'Source': 'Ensembl', 'Reference': 'ENSG00000134086'}, {'id': '27819', 'Source': 'Genatlas', 'Reference': 'VHL'}, {'id': '27817', 'Source': 'HGNC', 'Reference': '12687'}, {'id': '27816', 'Source': 'OMIM', 'Reference': '608537'}, {'id': '56769', 'Source': 'Reactome', 'Reference': 'P40337'}, {'id': '32680', 'Source': 'SwissProt', 'Reference': 'P40337'}], 'count': '6'}, {'ExternalReference': [{'id': '57517', 'Source': 'Ensembl', 'Reference': 'ENSG00000165731'}, {'id': '25384', 'Source': 'Genatlas', 'Reference': 'RET'}, {'id': '25386', 'Source': 'HGNC', 'Reference': '9967'}, {'id': '82759', 'Source': 'IUPHAR', 'Reference': '2185'}, {'id': '25385', 'Source': 'OMIM', 'Reference': '164761'}, {'id': '33724', 'Source': 'SwissProt', 'Reference': 'P07949'}, {'id': '100290', 'Source': 'Reactome', 'Reference': 'P07949'}], 'count': '7'}, {'ExternalReference': [{'id': '147466', 'Source': 'Ensembl', 'Reference': 'ENSG00000204370'}, {'id': '25683', 'Source': 'Genatlas', 'Reference': 'SDHD'}, {'id': '25685', 'Source': 'HGNC', 'Reference': '10683'}, {'id': '25684', 'Source': 'OMIM', 'Reference': '602690'}, {'id': '57055', 'Source': 'Reactome', 'Reference': 'O14521'}, {'id': '33822', 'Source': 'SwissProt', 'Reference': 'O14521'}], 'count': '6'}, {'ExternalReference': [{'id': '57053', 'Source': 'Reactome', 'Reference': 'P21912'}, {'id': '33820', 'Source': 'SwissProt', 'Reference': 'P21912'}, {'id': '57052', 'Source': 'Ensembl', 'Reference': 'ENSG00000117118'}, {'id': '25673', 'Source': 'Genatlas', 'Reference': 'SDHB'}, {'id': '25675', 'Source': 'HGNC', 'Reference': '10681'}, {'id': '25674', 'Source': 'OMIM', 'Reference': '185470'}], 'count': '6'}]	['Disease-causing somatic mutation(s) in', 'Major susceptibility factor in', 'Major susceptibility factor in', 'Major susceptibility factor in', 'Major susceptibility factor in']	['Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed']
1225	3267	Familial lambdoid synostosis	1	['ETS2 repressor factor']	[{'ExternalReference': [{'id': '83787', 'Source': 'Ensembl', 'Reference': 'ENSG00000105722'}, {'id': '78750', 'Source': 'Genatlas', 'Reference': 'ERF'}, {'id': '78748', 'Source': 'HGNC', 'Reference': '3444'}, {'id': '78749', 'Source': 'OMIM', 'Reference': '611888'}, {'id': '83786', 'Source': 'Reactome', 'Reference': 'P50548'}, {'id': '78751', 'Source': 'SwissProt', 'Reference': 'P50548'}], 'count': '6'}]	['Disease-causing germline mutation(s) (loss of function) in']	['Assessed']
